Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 1997,Appling,0,0,1,4,15,20,2
January 1997,Atkinson,0,0,0,1,2,0,0
January 1997,Bacon,1,0,0,0,3,11,0
January 1997,Baker,0,0,0,0,3,2,0
January 1997,Baldwin,1,0,2,22,33,137,6
January 1997,Banks,0,0,0,2,8,28,6
January 1997,Barrow,0,0,3,5,32,88,7
January 1997,Bartow,2,0,4,8,48,73,13
January 1997,Ben Hill,0,0,3,13,17,65,4
January 1997,Berrien,0,0,1,5,2,18,0
January 1997,Bibb,2,14,37,61,230,834,134
January 1997,Bleckley,0,0,0,0,6,18,1
January 1997,Brantley,0,1,0,1,12,18,0
January 1997,Brooks,0,0,0,2,9,22,2
January 1997,Bryan,0,0,0,2,16,38,0
January 1997,Bulloch,0,0,3,0,36,101,5
January 1997,Burke,0,0,3,30,58,41,10
January 1997,Butts,0,0,3,2,6,41,0
January 1997,Calhoun,0,0,0,2,2,6,1
January 1997,Camden,0,0,2,7,25,79,4
January 1997,Candler,0,0,0,0,0,0,0
January 1997,Carroll,0,4,5,23,63,186,19
January 1997,Catoosa,0,1,1,8,22,91,10
January 1997,Charlton,0,0,2,5,8,5,2
January 1997,Chatham,1,6,71,83,269,979,152
January 1997,Chattahoochee,0,0,0,1,8,0,1
January 1997,Chattooga,0,0,1,3,8,11,1
January 1997,Cherokee,0,0,3,7,32,169,16
January 1997,Clarke,0,12,36,68,219,755,65
January 1997,Clay,0,0,0,2,1,4,0
January 1997,Clayton,1,8,39,46,261,742,77
January 1997,Clinch,0,1,0,9,0,11,1
January 1997,Cobb,0,14,58,84,396,1499,252
January 1997,Coffee,0,0,6,16,35,118,5
January 1997,Colquitt,0,1,14,12,43,129,8
January 1997,Columbia,1,2,3,2,56,119,11
January 1997,Cook,0,0,3,6,3,29,2
January 1997,Coweta,0,0,4,7,61,125,16
January 1997,Crawford,0,2,0,2,5,7,5
January 1997,Crisp,1,0,1,10,7,73,4
January 1997,Dade,0,0,0,2,4,4,0
January 1997,Dawson,0,0,0,0,2,12,3
January 1997,Decatur,1,0,3,27,48,100,7
January 1997,Dekalb,3,20,273,54,883,2590,871
January 1997,Dodge,0,0,0,6,9,35,3
January 1997,Dooly,0,0,2,4,4,10,0
January 1997,Dougherty,0,6,25,33,181,384,45
January 1997,Douglas,0,1,5,12,43,215,38
January 1997,Early,0,0,0,1,0,5,0
January 1997,Echols,0,0,0,1,5,0,0
January 1997,Effingham,0,0,0,2,1,21,3
January 1997,Elbert,1,1,1,10,28,46,3
January 1997,Emanuel,0,0,1,12,25,17,2
January 1997,Evans,0,0,0,0,1,23,2
January 1997,Fannin,0,0,0,1,10,11,1
January 1997,Fayette,0,0,2,3,19,130,14
January 1997,Floyd,0,1,12,27,68,214,19
January 1997,Forsyth,0,0,2,10,52,113,23
January 1997,Franklin,0,0,1,6,25,31,1
January 1997,Fulton,19,49,530,640,1068,3926,1200
January 1997,Gilmer,0,0,0,0,3,3,0
January 1997,Glascock,0,0,0,0,1,0,0
January 1997,Glynn,0,1,12,47,90,314,19
January 1997,Gordon,0,0,1,1,21,112,13
January 1997,Grady,2,1,2,15,29,42,3
January 1997,Greene,0,0,1,9,19,36,6
January 1997,Gwinnett,1,5,35,46,322,1418,198
January 1997,Habersham,1,0,1,6,17,40,7
January 1997,Hall,0,1,15,25,100,327,60
January 1997,Hancock,0,0,2,4,1,1,2
January 1997,Haralson,1,0,1,2,7,20,5
January 1997,Harris,0,0,0,0,4,6,1
January 1997,Hart,0,0,0,0,0,8,0
January 1997,Heard,0,0,0,2,5,2,0
January 1997,Henry,0,3,8,12,98,155,23
January 1997,Houston,0,5,15,23,79,415,27
January 1997,Irwin,0,0,1,1,13,22,1
January 1997,Jackson,0,1,0,7,39,52,10
January 1997,Jasper,0,0,0,0,9,4,1
January 1997,Jeff Davis,0,0,0,3,10,18,2
January 1997,Jefferson,0,0,1,4,3,7,1
January 1997,Jenkins,0,0,0,5,1,14,1
January 1997,Johnson,0,0,0,4,5,14,0
January 1997,Jones,0,0,0,2,8,19,1
January 1997,Lamar,0,0,0,0,3,9,0
January 1997,Lanier,0,0,0,2,1,0,0
January 1997,Laurens,0,1,3,11,27,110,7
January 1997,Lee,0,0,0,1,17,24,9
January 1997,Liberty,0,0,8,2,25,109,5
January 1997,Lincoln,0,0,0,1,4,4,0
January 1997,Long,0,0,0,0,3,11,2
January 1997,Lowndes,0,2,14,40,96,310,20
January 1997,Lumpkin,0,0,0,1,8,18,3
January 1997,Macon,0,0,1,3,9,20,1
January 1997,Madison,0,0,0,0,1,0,0
January 1997,Marion,0,0,0,0,2,5,1
January 1997,McDuffie,0,0,1,2,11,52,4
January 1997,McIntosh,0,0,1,0,0,0,0
January 1997,Meriwether,2,1,0,5,23,28,10
January 1997,Miller,0,0,0,5,5,5,0
January 1997,Mitchell,0,0,1,9,15,47,2
January 1997,Monroe,0,0,0,3,5,37,3
January 1997,Montgomery,0,0,0,0,0,0,0
January 1997,Morgan,0,0,2,1,12,27,2
January 1997,Murray,0,0,0,0,17,39,0
January 1997,Muscogee,1,2,30,35,116,720,50
January 1997,Newton,0,2,6,3,37,111,6
January 1997,Oconee,0,0,0,2,4,21,1
January 1997,Oglethorpe,0,0,0,5,2,6,0
January 1997,Paulding,0,0,3,5,38,74,8
January 1997,Peach,0,0,1,6,5,23,3
January 1997,Pickens,0,0,0,0,4,16,2
January 1997,Pierce,0,0,0,0,0,0,0
January 1997,Pike,0,0,0,0,3,5,4
