Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2013,Appling,1,0,0,0,19,43,1
January 2013,Atkinson,0,0,0,0,2,2,0
January 2013,Bacon,0,0,1,0,1,7,0
January 2013,Baker,0,0,0,0,0,0,0
January 2013,Baldwin,0,1,1,32,21,94,7
January 2013,Banks,0,0,0,0,7,16,1
January 2013,Barrow,0,1,3,26,34,126,7
January 2013,Bartow,0,1,7,19,73,180,23
January 2013,Ben Hill,0,0,2,2,20,24,3
January 2013,Berrien,0,0,1,1,9,18,1
January 2013,Bibb,0,6,25,38,224,497,54
January 2013,Bleckley,0,0,2,0,8,31,1
January 2013,Brantley,0,0,0,0,18,13,0
January 2013,Brooks,0,0,3,5,9,30,5
January 2013,Bryan,0,0,2,3,13,34,3
January 2013,Bulloch,0,2,3,4,24,137,3
January 2013,Burke,0,1,0,19,11,35,1
January 2013,Butts,0,0,0,7,17,31,4
January 2013,Calhoun,0,0,0,13,1,29,0
January 2013,Camden,0,0,2,16,22,107,2
January 2013,Candler,0,0,0,1,6,12,0
January 2013,Carroll,1,4,8,20,67,220,17
January 2013,Catoosa,0,0,2,11,12,130,13
January 2013,Charlton,0,0,0,1,6,15,2
January 2013,Chatham,2,3,55,48,226,591,68
January 2013,Chattahoochee,0,0,0,0,4,0,0
January 2013,Chattooga,0,0,0,3,7,24,1
January 2013,Cherokee,0,1,1,11,58,182,21
January 2013,Clarke,0,5,7,21,109,267,16
January 2013,Clay,0,0,0,0,0,0,0
January 2013,Clayton,6,8,72,65,412,540,135
January 2013,Clinch,0,0,0,1,6,13,1
January 2013,Cobb,4,8,58,82,384,952,86
January 2013,Coffee,1,1,3,12,15,127,4
January 2013,Colquitt,0,1,8,3,23,79,1
January 2013,Columbia,0,1,4,0,30,155,11
January 2013,Cook,0,1,1,2,13,14,1
January 2013,Coweta,0,2,3,12,55,162,12
January 2013,Crawford,0,1,0,3,8,24,3
January 2013,Crisp,0,0,1,3,21,69,1
January 2013,Dade,0,0,1,2,14,7,0
January 2013,Dawson,0,0,0,2,6,15,3
January 2013,Decatur,0,0,0,12,21,53,0
