Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2002,Appling,0,0,0,7,4,14,3
January 2002,Atkinson,0,0,0,0,0,1,0
January 2002,Bacon,0,0,0,0,3,11,1
January 2002,Baker,0,0,0,0,0,0,0
January 2002,Baldwin,0,0,3,5,32,102,3
January 2002,Banks,0,0,0,2,14,26,2
January 2002,Barrow,0,0,4,10,24,104,21
January 2002,Bartow,0,0,7,8,67,121,28
January 2002,Ben Hill,0,0,0,17,28,58,6
January 2002,Berrien,0,0,0,4,6,10,1
January 2002,Bibb,0,4,22,48,232,667,104
January 2002,Bleckley,0,0,0,2,5,5,0
January 2002,Brantley,0,0,0,2,5,16,5
January 2002,Brooks,0,0,0,8,7,31,3
January 2002,Bryan,0,1,1,0,7,24,2
January 2002,Bulloch,0,0,6,4,39,126,10
January 2002,Burke,0,0,2,27,13,57,8
January 2002,Butts,1,1,0,4,16,40,6
January 2002,Calhoun,2,0,0,0,2,5,2
January 2002,Camden,0,0,1,11,29,93,4
January 2002,Candler,0,0,0,0,6,12,2
January 2002,Carroll,0,1,2,37,44,224,22
January 2002,Catoosa,0,0,1,3,20,111,9
January 2002,Charlton,0,0,0,4,2,5,2
January 2002,Chatham,4,5,75,67,262,805,166
January 2002,Chattahoochee,0,0,0,0,1,0,1
January 2002,Chattooga,0,0,0,0,1,8,1
January 2002,Cherokee,0,0,4,12,59,187,4
January 2002,Clarke,0,6,10,19,77,375,26
January 2002,Clay,0,0,0,0,0,0,0
January 2002,Clayton,0,4,53,50,272,725,167
January 2002,Clinch,0,0,0,8,7,11,1
January 2002,Cobb,1,0,60,71,279,967,144
January 2002,Coffee,0,0,2,10,33,122,7
January 2002,Colquitt,1,0,7,25,57,110,22
January 2002,Columbia,0,1,5,0,42,121,9
January 2002,Cook,0,0,1,0,8,21,2
January 2002,Coweta,0,0,1,9,34,116,11
January 2002,Crawford,0,0,0,1,8,10,2
January 2002,Crisp,0,1,2,9,10,71,5
January 2002,Dade,0,0,0,1,7,9,5
January 2002,Dawson,0,0,0,2,8,31,6
January 2002,Decatur,0,0,0,2,5,22,3
January 2002,Dekalb,5,9,137,63,460,1326,362
January 2002,Dodge,0,0,0,14,11,23,1
January 2002,Dooly,0,0,0,3,6,9,1
January 2002,Dougherty,0,5,19,21,91,243,19
January 2002,Douglas,0,1,7,18,44,239,25
January 2002,Early,0,0,0,0,0,0,0
January 2002,Echols,0,0,0,0,0,0,0
January 2002,Effingham,0,0,1,2,14,32,2
January 2002,Elbert,0,0,1,8,12,38,3
January 2002,Emanuel,0,0,1,11,17,29,2
January 2002,Evans,0,0,0,0,0,0,0
January 2002,Fannin,0,0,0,0,3,13,0
January 2002,Fayette,0,0,0,2,10,88,8
January 2002,Floyd,0,0,11,18,58,150,17
January 2002,Forsyth,0,0,0,12,37,133,18
January 2002,Franklin,0,0,0,2,15,37,6
January 2002,Fulton,10,26,405,572,1109,3431,850
January 2002,Gilmer,0,0,0,0,19,5,2
January 2002,Glascock,0,0,0,0,1,0,0
January 2002,Glynn,0,1,16,44,70,345,23
January 2002,Gordon,0,0,4,4,14,83,4
January 2002,Grady,0,0,0,3,18,35,2
January 2002,Greene,0,0,1,1,12,20,5
January 2002,Gwinnett,0,16,59,51,402,1090,231
January 2002,Habersham,0,1,0,4,15,22,4
January 2002,Hall,0,3,4,18,77,279,31
January 2002,Hancock,0,0,0,0,0,7,0
January 2002,Haralson,0,1,1,6,12,40,7
January 2002,Harris,0,0,0,0,2,6,1
January 2002,Hart,0,0,0,5,8,9,4
January 2002,Heard,0,0,1,1,5,6,5
January 2002,Henry,0,2,7,28,62,217,32
