Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2012,Appling,0,0,1,5,12,56,1
January 2012,Atkinson,0,0,0,0,7,9,0
January 2012,Bacon,0,0,1,0,2,8,0
January 2012,Baker,0,0,0,7,0,0,0
January 2012,Baldwin,0,0,3,24,36,83,5
January 2012,Banks,0,0,0,6,9,29,4
January 2012,Barrow,0,0,3,18,40,110,7
January 2012,Bartow,0,0,6,48,97,234,15
January 2012,Ben Hill,0,6,1,3,11,25,1
January 2012,Berrien,0,0,1,3,17,17,0
January 2012,Bibb,1,2,17,24,198,552,65
January 2012,Bleckley,0,0,0,0,7,24,1
January 2012,Brantley,0,1,0,2,28,13,0
January 2012,Brooks,0,0,1,10,7,30,3
January 2012,Bryan,0,0,0,2,7,38,0
January 2012,Bulloch,1,1,1,1,36,123,8
January 2012,Burke,0,0,3,13,20,48,2
January 2012,Butts,0,0,0,1,14,32,4
January 2012,Calhoun,0,0,1,4,3,10,0
January 2012,Camden,0,1,1,11,20,78,4
January 2012,Candler,0,1,0,2,5,10,0
January 2012,Carroll,0,5,10,16,70,222,16
January 2012,Catoosa,2,2,1,7,45,121,19
January 2012,Charlton,0,0,0,0,1,8,1
January 2012,Chatham,1,5,41,31,209,643,55
January 2012,Chattahoochee,0,0,0,0,5,2,0
January 2012,Chattooga,0,0,0,1,13,19,1
January 2012,Cherokee,0,3,3,19,77,185,11
January 2012,Clarke,0,4,13,18,106,261,14
January 2012,Clay,0,0,0,0,0,0,0
January 2012,Clayton,6,4,54,61,332,535,152
January 2012,Clinch,1,0,3,1,8,14,0
January 2012,Cobb,0,10,36,69,385,1011,94
January 2012,Coffee,0,7,3,17,90,112,4
January 2012,Colquitt,0,1,5,11,38,99,6
January 2012,Columbia,0,3,3,6,27,159,6
January 2012,Cook,0,3,1,0,10,13,1
January 2012,Coweta,0,1,1,12,50,144,20
January 2012,Crawford,0,0,0,5,6,21,1
January 2012,Crisp,0,0,7,2,39,82,1
January 2012,Dade,0,0,0,2,7,24,1
January 2012,Dawson,0,0,1,1,6,27,1
January 2012,Decatur,0,0,0,2,30,90,7
January 2012,Dekalb,10,3,126,144,840,1641,359
January 2012,Dodge,0,2,1,3,13,49,0
January 2012,Dooly,0,0,0,3,3,10,0
January 2012,Dougherty,0,4,17,42,146,320,29
January 2012,Douglas,0,0,7,18,70,210,25
January 2012,Early,0,0,0,4,6,13,0
January 2012,Echols,0,0,0,0,2,6,0
January 2012,Effingham,0,0,1,2,19,23,1
January 2012,Elbert,0,0,0,6,15,44,10
January 2012,Emanuel,0,3,1,15,21,95,7
January 2012,Evans,0,0,0,0,5,12,1
January 2012,Fannin,0,0,1,14,10,25,3
January 2012,Fayette,1,0,1,5,29,95,16
January 2012,Floyd,0,1,5,23,91,188,25
January 2012,Forsyth,0,1,0,14,19,155,3
January 2012,Franklin,0,0,1,1,11,24,2
January 2012,Fulton,9,27,253,307,1002,2655,650
January 2012,Gilmer,0,1,0,6,10,32,1
January 2012,Glascock,0,0,0,0,0,0,0
