Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 1993,Appling,0,0,2,2,7,25,6
January 1993,Atkinson,0,0,0,0,9,0,0
January 1993,Bacon,0,0,0,1,6,9,0
January 1993,Baker,2,0,0,0,0,0,0
January 1993,Baldwin,0,0,0,2,15,30,2
January 1993,Banks,0,0,0,8,4,23,2
January 1993,Barrow,0,1,0,3,29,91,8
January 1993,Bartow,0,0,3,7,14,45,8
January 1993,Ben Hill,1,1,2,19,23,55,5
January 1993,Berrien,0,0,2,0,7,21,1
January 1993,Bibb,5,4,31,45,211,731,98
January 1993,Bleckley,0,0,0,2,2,10,0
January 1993,Brantley,0,0,0,0,5,7,1
January 1993,Brooks,0,0,1,11,18,26,2
January 1993,Bryan,0,0,0,0,10,25,0
January 1993,Bulloch,0,0,5,8,15,86,8
January 1993,Burke,0,0,2,11,43,30,6
January 1993,Butts,0,0,1,0,7,24,1
January 1993,Calhoun,0,0,0,0,5,3,0
January 1993,Camden,0,0,4,15,14,62,2
January 1993,Candler,1,0,0,2,0,0,0
January 1993,Carroll,0,2,8,23,58,149,18
January 1993,Catoosa,0,1,0,1,19,79,13
January 1993,Charlton,0,0,0,0,0,3,1
January 1993,Chatham,3,17,102,89,474,832,161
January 1993,Chattahoochee,0,0,0,0,5,2,0
January 1993,Chattooga,0,0,0,2,16,23,1
January 1993,Cherokee,0,0,0,4,60,137,10
January 1993,Clarke,1,5,27,36,116,418,38
January 1993,Clay,0,0,0,0,0,1,1
January 1993,Clayton,2,6,35,58,211,719,128
January 1993,Clinch,0,0,1,0,0,5,0
January 1993,Cobb,2,11,67,68,385,1305,243
January 1993,Coffee,0,0,4,40,39,106,5
January 1993,Colquitt,0,4,3,20,44,79,8
January 1993,Columbia,1,3,1,12,41,209,28
January 1993,Cook,1,0,2,2,4,36,1
January 1993,Coweta,0,0,4,4,32,93,11
January 1993,Crawford,0,0,0,1,7,13,0
January 1993,Crisp,0,0,0,4,0,16,2
January 1993,Dade,1,0,0,0,3,5,0
January 1993,Dawson,0,0,1,0,11,12,0
January 1993,Decatur,0,0,2,10,44,100,4
January 1993,Dekalb,6,20,240,104,1061,2230,712
January 1993,Dodge,1,0,1,3,10,24,1
January 1993,Dooly,0,0,0,0,8,1,1
January 1993,Dougherty,2,3,55,33,325,476,54
January 1993,Douglas,0,2,4,5,39,75,22
January 1993,Early,0,0,1,1,3,2,0
January 1993,Echols,0,0,0,0,0,0,0
January 1993,Effingham,0,0,0,2,3,11,0
January 1993,Elbert,0,0,2,0,13,54,2
January 1993,Emanuel,0,0,1,2,15,31,3
January 1993,Evans,0,0,0,0,2,7,0
January 1993,Fannin,0,0,0,0,8,15,2
January 1993,Fayette,0,0,1,3,18,52,8
January 1993,Floyd,0,0,4,42,145,208,25
