Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 1994,Appling,0,0,1,0,15,37,1
January 1994,Atkinson,0,0,0,1,4,3,0
January 1994,Bacon,0,0,1,0,2,7,1
January 1994,Baker,0,0,0,0,6,0,0
January 1994,Baldwin,0,2,1,18,38,105,2
January 1994,Banks,0,0,0,14,8,23,1
January 1994,Barrow,0,0,0,3,46,65,6
January 1994,Bartow,0,1,5,7,20,56,8
January 1994,Ben Hill,0,0,2,3,18,59,2
January 1994,Berrien,0,0,0,6,6,6,0
January 1994,Bibb,3,6,44,39,209,762,105
January 1994,Bleckley,0,0,1,0,4,15,0
January 1994,Brantley,0,0,0,3,0,5,2
January 1994,Brooks,0,0,0,1,6,6,1
January 1994,Bryan,0,0,1,0,3,20,0
January 1994,Bulloch,1,1,1,8,20,107,7
January 1994,Burke,0,1,2,4,26,13,0
January 1994,Butts,0,0,0,5,14,21,3
January 1994,Calhoun,0,0,0,4,2,0,1
January 1994,Camden,0,3,1,7,20,94,6
January 1994,Candler,0,1,1,0,3,0,0
January 1994,Carroll,2,4,3,16,44,177,18
January 1994,Catoosa,0,1,3,3,16,58,20
January 1994,Charlton,0,0,0,0,1,4,0
January 1994,Chatham,3,4,93,68,271,706,137
January 1994,Chattahoochee,0,0,0,1,0,2,0
January 1994,Chattooga,0,0,0,1,5,15,0
January 1994,Cherokee,1,3,3,9,47,148,17
January 1994,Clarke,1,0,16,42,114,387,29
January 1994,Clay,0,0,0,2,4,2,0
January 1994,Clayton,1,5,37,54,216,664,108
January 1994,Clinch,0,0,0,3,3,9,1
January 1994,Cobb,0,10,50,66,350,1099,187
January 1994,Coffee,0,1,4,15,27,76,10
January 1994,Colquitt,0,1,9,9,31,89,7
January 1994,Columbia,0,3,1,5,29,155,18
January 1994,Cook,0,0,1,4,8,30,3
January 1994,Coweta,0,3,5,13,30,102,21
January 1994,Crawford,0,0,0,0,3,11,0
January 1994,Crisp,0,0,6,38,26,48,1
January 1994,Dade,0,1,0,3,5,5,1
January 1994,Dawson,0,1,0,1,3,10,1
January 1994,Decatur,0,2,5,6,17,60,3
January 1994,Dekalb,6,14,208,84,988,2188,554
January 1994,Dodge,0,0,0,5,18,25,2
January 1994,Dooly,0,0,0,0,5,6,0
January 1994,Dougherty,2,4,29,50,183,391,32
January 1994,Douglas,0,0,1,18,39,227,26
January 1994,Early,0,0,1,1,1,5,1
January 1994,Echols,0,0,0,0,0,0,0
January 1994,Effingham,0,0,2,0,5,12,2
January 1994,Elbert,0,0,0,3,8,22,2
January 1994,Emanuel,0,1,1,10,20,22,4
January 1994,Evans,0,0,0,0,1,4,0
January 1994,Fannin,0,1,0,1,8,10,1
January 1994,Fayette,0,0,0,1,15,82,11
January 1994,Floyd,0,0,12,38,110,184,14
January 1994,Forsyth,0,0,0,14,39,86,14
January 1994,Franklin,1,0,0,3,7,6,2
January 1994,Fulton,10,46,528,658,1284,3329,966
January 1994,Gilmer,0,0,0,0,0,0,0
January 1994,Glascock,0,0,0,0,0,0,0
January 1994,Glynn,0,5,12,29,44,227,16
January 1994,Gordon,0,0,4,2,26,78,12
January 1994,Grady,0,0,1,7,10,27,10
January 1994,Greene,0,0,0,5,17,19,1
January 1994,Gwinnett,1,1,27,30,313,1081,110
January 1994,Habersham,0,2,1,3,7,32,4
January 1994,Hall,1,1,12,16,72,234,38
January 1994,Hancock,0,0,0,3,9,1,0
January 1994,Haralson,0,0,0,7,15,29,6
January 1994,Harris,0,0,0,0,8,10,0
January 1994,Hart,0,0,0,0,0,0,0
January 1994,Heard,0,0,0,0,4,5,3
January 1994,Henry,0,3,3,17,62,167,12
January 1994,Houston,0,0,8,11,53,165,8
January 1994,Irwin,0,0,0,0,6,17,1
January 1994,Jackson,0,1,0,4,44,42,4
January 1994,Jasper,0,0,0,3,4,3,0
January 1994,Jeff Davis,0,0,0,0,6,40,2
January 1994,Jefferson,0,0,1,0,1,2,1
January 1994,Jenkins,0,0,0,2,6,11,1
January 1994,Johnson,0,0,0,0,0,0,0
January 1994,Jones,0,2,0,2,3,10,1
January 1994,Lamar,2,0,1,4,4,7,2
January 1994,Lanier,0,0,0,14,1,10,0
January 1994,Laurens,0,3,2,12,23,106,6
January 1994,Lee,0,2,0,0,13,22,0
January 1994,Liberty,0,1,1,3,20,136,9
January 1994,Lincoln,0,0,0,0,0,0,0
January 1994,Long,0,0,1,0,0,1,0
January 1994,Lowndes,1,9,15,24,109,171,13
January 1994,Lumpkin,1,0,0,0,8,11,3
January 1994,Macon,0,0,0,1,10,3,0
January 1994,Madison,0,0,0,0,0,2,0
January 1994,Marion,0,0,0,0,1,0,1
January 1994,McDuffie,0,1,1,6,7,11,0
January 1994,McIntosh,0,1,0,5,13,21,2
January 1994,Meriwether,0,0,1,5,24,28,4
January 1994,Miller,0,0,0,0,3,4,0
January 1994,Mitchell,0,0,0,3,10,25,2
January 1994,Monroe,1,0,0,5,21,37,1
January 1994,Montgomery,0,0,0,0,0,0,0
January 1994,Morgan,1,0,0,6,13,19,1
January 1994,Murray,0,0,1,1,10,22,5
January 1994,Muscogee,3,2,32,42,169,610,84
January 1994,Newton,0,1,5,12,46,117,13
January 1994,Oconee,1,1,0,1,7,27,3
January 1994,Oglethorpe,0,0,0,0,0,0,0
January 1994,Paulding,0,0,0,2,30,46,5
January 1994,Peach,0,0,1,2,8,18,1
January 1994,Pickens,0,0,0,0,1,2,0
January 1994,Pierce,0,0,0,3,8,20,0
January 1994,Pike,1,0,0,0,4,10,2
January 1994,Polk,0,1,9,18,38,64,5
January 1994,Pulaski,0,0,0,1,5,10,0
January 1994,Putnam,0,1,0,3,25,15,0
January 1994,Quitman,0,0,0,0,3,3,0
January 1994,Rabun,0,0,0,1,12,4,0
January 1994,Randolph,0,0,0,1,1,2,0
January 1994,Richmond,1,11,53,74,297,611,121
January 1994,Rockdale,0,1,1,17,51,145,11
January 1994,Schley,0,0,0,0,0,0,0
January 1994,Screven,0,0,0,0,17,15,1
January 1994,Seminole,0,1,0,8,0,13,0
January 1994,Spalding,1,3,5,26,23,160,21
January 1994,Stephens,0,0,2,4,3,33,1
January 1994,Stewart,0,0,0,3,2,1,0
January 1994,Sumter,0,1,4,2,15,88,4
January 1994,Talbot,0,0,0,0,0,4,0
January 1994,Taliaferro,0,0,0,0,0,0,0
January 1994,Tattnall,0,1,1,3,17,20,4
January 1994,Taylor,0,0,1,0,8,5,1
January 1994,Telfair,0,0,0,5,8,16,0
January 1994,Terrell,0,1,0,14,12,22,0
January 1994,Thomas,0,1,4,12,29,95,8
January 1994,Tift,0,1,7,28,31,119,5
January 1994,Toombs,0,0,5,4,16,36,2
January 1994,Towns,0,0,0,1,5,1,0
January 1994,Treutlen,0,0,0,0,0,1,0
January 1994,Troup,0,1,14,22,62,161,20
