Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2001,Appling,0,0,1,1,1,17,0
January 2001,Atkinson,0,0,0,2,0,0,1
January 2001,Bacon,0,0,2,0,3,6,0
January 2001,Baker,0,0,0,0,0,0,0
January 2001,Baldwin,1,0,3,4,27,79,4
January 2001,Banks,0,0,0,10,7,29,5
January 2001,Barrow,1,1,0,19,33,119,11
January 2001,Bartow,0,0,7,26,68,139,30
January 2001,Ben Hill,0,0,5,13,17,51,1
January 2001,Berrien,0,0,0,5,4,21,1
January 2001,Bibb,2,5,32,32,218,579,102
January 2001,Bleckley,0,0,11,0,2,10,0
January 2001,Brantley,0,0,1,0,16,28,1
January 2001,Brooks,0,0,0,7,4,16,1
January 2001,Bryan,0,0,0,2,7,23,0
January 2001,Bulloch,0,0,1,2,33,67,2
January 2001,Burke,0,0,2,20,31,53,6
January 2001,Butts,0,0,0,4,7,39,10
January 2001,Calhoun,0,0,1,0,3,7,1
January 2001,Camden,0,2,2,13,22,83,9
January 2001,Candler,1,0,0,2,6,20,5
January 2001,Carroll,0,3,9,24,54,228,14
January 2001,Catoosa,0,1,2,5,25,101,11
January 2001,Charlton,0,0,0,0,8,5,1
January 2001,Chatham,6,8,82,69,220,735,127
January 2001,Chattahoochee,0,0,0,2,2,6,0
January 2001,Chattooga,0,0,0,0,2,1,0
January 2001,Cherokee,0,0,2,6,38,180,9
January 2001,Clarke,2,0,11,19,60,433,24
January 2001,Clay,0,0,0,0,0,2,0
January 2001,Clayton,1,4,43,33,180,618,150
January 2001,Clinch,0,0,0,9,3,10,0
January 2001,Cobb,2,16,65,62,312,1037,197
January 2001,Coffee,0,0,0,15,44,146,8
January 2001,Colquitt,0,2,3,32,54,143,13
January 2001,Columbia,0,0,2,9,22,122,9
January 2001,Cook,0,0,0,0,4,3,2
January 2001,Coweta,0,2,3,8,30,107,13
January 2001,Crawford,0,0,0,3,11,14,5
January 2001,Crisp,0,0,5,14,18,87,1
January 2001,Dade,0,0,0,0,2,14,2
January 2001,Dawson,0,0,0,0,6,22,3
January 2001,Decatur,0,0,3,7,20,61,4
January 2001,Dekalb,3,3,38,28,100,653,560
January 2001,Dodge,1,0,0,11,5,48,1
January 2001,Dooly,0,0,0,6,0,19,2
January 2001,Dougherty,0,0,14,15,126,222,17
January 2001,Douglas,0,1,3,14,45,226,37
January 2001,Early,0,0,0,3,5,7,1
January 2001,Echols,0,0,0,0,0,0,0
January 2001,Effingham,0,0,0,0,0,10,0
January 2001,Elbert,0,0,0,6,22,32,2
January 2001,Emanuel,0,0,0,18,13,32,3
January 2001,Evans,0,0,0,0,0,0,0
January 2001,Fannin,0,0,0,1,3,16,1
January 2001,Fayette,0,0,2,1,21,73,9
January 2001,Floyd,0,0,7,41,66,240,22
January 2001,Forsyth,0,2,3,16,33,166,30
January 2001,Franklin,0,0,0,1,2,31,5
January 2001,Fulton,27,40,408,568,998,3251,751
January 2001,Gilmer,0,0,0,3,17,5,3
January 2001,Glascock,0,0,0,0,1,2,0
January 2001,Glynn,0,1,13,52,65,361,20
January 2001,Gordon,0,1,1,0,17,15,2
January 2001,Grady,0,0,1,0,21,42,4
January 2001,Greene,1,1,0,3,3,33,7
January 2001,Gwinnett,1,10,50,70,317,948,196
January 2001,Habersham,0,1,0,3,12,42,4
January 2001,Hall,0,7,13,46,99,311,46
January 2001,Hancock,0,0,0,0,1,6,0
January 2001,Haralson,0,0,0,3,9,22,2
January 2001,Harris,0,0,0,0,2,5,0
January 2001,Hart,1,0,0,3,10,12,3
January 2001,Heard,0,0,0,1,3,5,2
January 2001,Henry,0,2,6,16,85,207,39
January 2001,Houston,1,2,14,19,85,304,13
January 2001,Irwin,0,0,2,6,14,13,3
January 2001,Jackson,0,0,2,6,25,83,15
January 2001,Jasper,0,0,0,0,0,0,0
January 2001,Jeff Davis,0,0,0,4,5,53,2
January 2001,Jefferson,0,0,1,0,12,17,5
January 2001,Jenkins,0,0,0,2,1,9,0
January 2001,Johnson,0,0,0,0,0,0,0
January 2001,Jones,1,0,1,3,20,28,2
January 2001,Lamar,0,0,0,3,4,11,3
January 2001,Lanier,0,0,0,4,0,13,0
January 2001,Laurens,2,2,3,8,50,88,6
January 2001,Lee,0,0,1,3,8,41,5
January 2001,Liberty,0,1,7,9,35,156,14
January 2001,Lincoln,0,0,1,1,4,8,0
January 2001,Long,0,0,1,2,11,20,0
January 2001,Lowndes,0,5,8,15,25,183,9
January 2001,Lumpkin,0,0,0,1,10,20,1
January 2001,Macon,0,0,0,6,9,18,1
January 2001,Madison,0,0,0,0,0,1,0
January 2001,Marion,0,1,1,0,2,3,0
January 2001,McDuffie,0,0,1,1,9,33,4
January 2001,McIntosh,0,0,0,6,14,32,0
January 2001,Meriwether,0,0,1,2,16,34,4
January 2001,Miller,0,0,0,1,0,5,1
January 2001,Mitchell,0,0,1,0,8,45,3
January 2001,Monroe,0,0,1,0,5,32,5
January 2001,Montgomery,0,0,0,0,0,0,0
January 2001,Morgan,0,0,1,2,5,20,3
January 2001,Murray,0,0,0,0,18,57,5
January 2001,Muscogee,0,2,33,54,158,716,69
January 2001,Newton,0,0,3,8,33,103,12
January 2001,Oconee,0,0,1,0,8,28,4
January 2001,Oglethorpe,0,0,0,2,5,8,0
January 2001,Paulding,0,1,0,16,25,60,13
January 2001,Peach,0,1,5,0,14,36,7
January 2001,Pickens,0,0,0,0,5,15,1
January 2001,Pierce,0,0,0,2,6,9,0
January 2001,Pike,0,0,0,4,17,13,1
January 2001,Polk,2,0,2,3,26,81,16
January 2001,Pulaski,0,0,1,3,3,18,0
January 2001,Putnam,0,0,0,15,14,20,2
January 2001,Quitman,0,0,1,2,3,3,0
January 2001,Rabun,0,0,0,1,7,7,2
January 2001,Randolph,0,1,1,1,3,9,0
January 2001,Richmond,1,8,32,25,246,685,97
January 2001,Rockdale,1,0,2,13,56,161,14
January 2001,Schley,0,0,0,0,0,0,0
January 2001,Screven,0,0,0,14,0,16,2
January 2001,Seminole,0,0,0,5,0,23,3
January 2001,Spalding,0,1,2,16,58,168,12
January 2001,Stephens,0,1,1,10,14,39,3
January 2001,Stewart,0,0,0,0,4,4,0
January 2001,Sumter,0,0,4,7,21,63,5
January 2001,Talbot,0,0,0,0,2,2,0
January 2001,Taliaferro,0,0,0,1,2,5,0
January 2001,Tattnall,0,0,0,0,11,27,1
January 2001,Taylor,0,0,0,2,6,4,2
January 2001,Telfair,0,0,0,1,12,10,3
January 2001,Terrell,0,0,0,2,5,14,0
January 2001,Thomas,0,0,5,13,56,133,3
January 2001,Tift,0,0,7,14,35,130,10
January 2001,Toombs,0,0,0,1,10,32,3
January 2001,Towns,0,0,0,2,5,6,0
January 2001,Treutlen,0,0,0,1,3,4,0
January 2001,Troup,0,1,11,9,26,239,17
January 2001,Turner,0,0,4,9,4,18,1
January 2001,Twiggs,0,0,0,1,2,3,0
January 2001,Union,0,0,0,0,0,0,0
January 2001,Upson,0,2,1,4,6,24,1
January 2001,Walker,0,0,2,0,18,80,1
January 2001,Walton,0,0,0,1,17,57,11
January 2001,Ware,0,1,6,11,21,62,9
January 2001,Warren,0,0,0,1,5,3,1
January 2001,Washington,0,0,2,7,26,38,1
January 2001,Wayne,0,0,0,0,0,0,0
January 2001,Webster,0,0,0,0,0,0,0
January 2001,Wheeler,0,0,0,1,0,2,0
January 2001,White,0,0,0,5,15,24,4
January 2001,Whitfield,0,2,7,19,67,264,28
January 2001,Wilcox,0,0,0,0,0,1,0
January 2001,Wilkes,0,0,0,0,5,4,1
January 2001,Wilkinson,0,0,1,5,2,14,0
January 2001,Worth,0,0,0,8,12,15,4
February 2001,Appling,0,0,0,4,2,19,0
February 2001,Atkinson,0,0,0,0,2,4,1
February 2001,Bacon,0,0,0,0,1,6,0
February 2001,Baker,0,0,0,0,0,0,0
February 2001,Baldwin,0,1,1,3,20,79,5
February 2001,Banks,0,0,0,0,8,32,1
February 2001,Barrow,0,0,3,4,32,81,13
February 2001,Bartow,0,0,1,16,74,130,11
February 2001,Ben Hill,0,0,4,5,13,33,3
February 2001,Berrien,0,0,1,8,1,11,0
February 2001,Bibb,2,8,16,32,170,494,76
February 2001,Bleckley,0,0,0,0,0,8,0
February 2001,Brantley,0,1,0,2,10,15,0
February 2001,Brooks,0,0,0,11,1,5,1
February 2001,Bryan,0,1,1,5,12,28,5
February 2001,Bulloch,0,0,1,0,17,71,3
February 2001,Burke,1,0,0,40,20,64,6
February 2001,Butts,0,0,0,0,5,33,0
February 2001,Calhoun,0,0,0,1,1,12,0
February 2001,Camden,0,1,1,10,21,65,10
February 2001,Candler,0,0,0,5,8,15,0
February 2001,Carroll,0,0,4,12,44,207,20
February 2001,Catoosa,0,0,1,6,13,92,13
February 2001,Charlton,0,0,0,1,3,3,0
February 2001,Chatham,1,9,64,46,180,668,122
February 2001,Chattahoochee,0,0,0,2,3,1,1
February 2001,Chattooga,0,1,0,2,4,4,1
February 2001,Cherokee,0,0,1,6,42,178,10
February 2001,Clarke,0,0,11,22,60,349,23
February 2001,Clay,0,0,0,0,8,0,0
February 2001,Clayton,0,1,26,46,151,582,149
February 2001,Clinch,0,0,0,8,2,7,0
February 2001,Cobb,0,3,32,46,267,875,168
February 2001,Coffee,0,0,0,14,35,115,8
February 2001,Colquitt,3,0,2,20,28,98,9
February 2001,Columbia,0,1,1,3,21,120,2
February 2001,Cook,0,1,0,1,0,9,0
February 2001,Coweta,0,0,2,8,23,126,21
February 2001,Crawford,0,0,0,0,1,3,0
February 2001,Crisp,0,0,1,5,7,67,1
February 2001,Dade,0,0,1,0,3,13,3
February 2001,Dawson,0,0,1,0,1,26,4
February 2001,Decatur,0,1,0,3,15,66,5
February 2001,Dekalb,0,1,24,30,76,483,406
February 2001,Dodge,0,0,0,8,7,20,2
February 2001,Dooly,0,0,0,0,2,17,0
February 2001,Dougherty,0,4,18,25,79,202,18
February 2001,Douglas,0,1,1,31,54,193,22
February 2001,Early,0,1,0,0,5,5,2
February 2001,Echols,0,0,0,0,0,0,0
February 2001,Effingham,0,0,0,0,0,5,1
February 2001,Elbert,0,1,1,2,18,26,1
February 2001,Emanuel,0,0,1,12,8,25,2
