Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2011,Appling,0,1,0,1,13,56,3
January 2011,Atkinson,0,0,0,0,0,2,1
January 2011,Bacon,0,0,0,1,4,10,0
January 2011,Baker,0,0,0,0,1,0,0
January 2011,Baldwin,0,3,3,3,53,112,4
January 2011,Barrow,0,0,3,28,35,94,6
January 2011,Bartow,0,1,3,10,78,196,28
January 2011,Ben Hill,0,0,3,1,32,30,2
January 2011,Berrien,0,0,0,3,12,25,0
January 2011,Bibb,2,5,39,25,268,542,53
January 2011,Bleckley,0,0,0,1,10,24,0
January 2011,Brantley,0,0,1,6,20,8,0
January 2011,Brooks,0,0,0,5,14,21,3
January 2011,Bryan,0,0,1,1,28,31,0
January 2011,Bulloch,0,2,6,6,53,120,2
January 2011,Burke,1,0,1,14,15,34,4
January 2011,Butts,1,0,6,1,27,37,4
January 2011,Calhoun,0,0,0,0,6,2,0
January 2011,Camden,0,0,2,7,26,107,3
January 2011,Candler,0,0,0,3,4,7,1
January 2011,Carroll,1,2,2,11,71,201,17
January 2011,Catoosa,0,1,0,9,24,91,9
January 2011,Charlton,0,0,0,0,9,12,0
January 2011,Chatham,5,1,44,30,198,630,50
January 2011,Chattahoochee,0,0,0,0,1,4,0
January 2011,Chattooga,0,0,0,2,16,16,1
January 2011,Cherokee,0,2,3,16,65,190,4
January 2011,Clarke,1,5,9,27,81,262,15
January 2011,Clay,0,0,0,0,0,0,0
January 2011,Clayton,4,7,38,71,341,454,128
January 2011,Clinch,0,0,0,1,7,5,2
January 2011,Cobb,3,14,51,48,348,777,105
January 2011,Coffee,0,3,4,7,43,99,7
January 2011,Colquitt,0,0,3,3,32,81,7
January 2011,Columbia,1,0,1,2,40,145,13
January 2011,Cook,0,0,1,8,21,21,1
January 2011,Coweta,1,2,6,11,38,127,8
January 2011,Crawford,0,0,0,0,5,19,4
January 2011,Crisp,1,1,3,8,21,66,3
January 2011,Dade,0,0,0,5,6,14,2
January 2011,Dawson,0,0,0,0,8,22,3
January 2011,Decatur,0,0,0,9,16,40,3
January 2011,Dekalb,8,14,158,87,944,1468,377
January 2011,Dodge,0,0,2,3,12,27,2
January 2011,Dooly,0,0,0,1,1,5,1
January 2011,Dougherty,1,3,11,31,124,261,15
January 2011,Douglas,0,2,5,10,54,232,21
January 2011,Early,0,0,1,3,12,14,2
January 2011,Echols,0,0,0,0,1,1,0
January 2011,Effingham,0,5,1,2,18,23,0
January 2011,Elbert,0,0,0,5,35,48,1
January 2011,Emanuel,0,0,2,13,15,13,3
January 2011,Evans,0,0,1,3,7,8,0
January 2011,Fannin,0,0,0,4,9,14,1
January 2011,Fayette,0,0,4,4,34,63,3
January 2011,Floyd,0,0,4,30,83,199,11
January 2011,Forsyth,0,5,0,22,34,90,4
January 2011,Franklin,0,0,1,0,11,27,3
January 2011,Fulton,11,17,218,284,1010,2310,588
January 2011,Gilmer,0,0,0,3,8,20,6
January 2011,Glascock,0,0,0,0,0,0,0
January 2011,Glynn,0,3,4,20,68,258,11
January 2011,Gordon,0,0,0,8,21,58,2
January 2011,Grady,0,0,2,4,15,12,0
January 2011,Greene,0,0,0,2,11,22,1
January 2011,Gwinnett,1,13,56,68,472,907,98
January 2011,Habersham,0,0,0,4,28,40,3
January 2011,Hall,0,4,9,15,87,201,26
January 2011,Hancock,0,0,0,2,2,5,0
January 2011,Haralson,0,0,1,10,33,44,9
January 2011,Harris,0,0,0,2,8,18,0
January 2011,Hart,0,0,3,5,18,57,4
January 2011,Heard,0,0,0,2,2,6,3
January 2011,Henry,0,3,9,10,123,236,27
January 2011,Houston,0,4,9,24,112,308,16
January 2011,Irwin,0,1,1,2,5,17,2
January 2011,Jackson,0,1,1,20,30,86,6
January 2011,Jasper,0,1,1,2,11,28,1
January 2011,Jeff Davis,0,0,0,1,12,35,3
January 2011,Jefferson,0,0,5,4,13,7,1
January 2011,Jenkins,0,0,1,2,1,2,0
January 2011,Johnson,0,0,1,5,4,2,1
January 2011,Jones,0,1,0,2,13,34,3
January 2011,Lamar,0,0,1,6,13,19,1
January 2011,Lanier,0,0,1,1,16,13,3
January 2011,Laurens,0,2,4,9,33,103,8
January 2011,Lee,0,0,0,3,14,35,2
January 2011,Liberty,0,1,4,25,55,118,5
January 2011,Lincoln,0,0,0,0,1,1,0
January 2011,Long,0,0,0,0,1,1,0
January 2011,Lowndes,0,3,10,14,85,160,14
January 2011,Lumpkin,0,0,1,4,9,24,2
January 2011,Macon,0,0,0,2,8,17,1
January 2011,Madison,0,0,1,15,26,44,6
January 2011,Marion,0,0,1,0,1,5,0
January 2011,McDuffie,0,0,2,1,5,6,2
January 2011,McIntosh,0,0,0,1,7,18,5
January 2011,Meriwether,0,0,1,1,24,50,6
January 2011,Miller,0,0,0,1,4,6,0
January 2011,Mitchell,0,2,0,6,26,35,2
January 2011,Monroe,0,0,2,0,25,33,4
January 2011,Morgan,0,0,1,0,7,23,4
January 2011,Murray,0,2,0,2,22,48,5
January 2011,Muscogee,1,4,36,31,285,604,86
January 2011,Newton,0,2,6,18,79,135,26
January 2011,Oconee,0,0,0,5,10,31,7
January 2011,Oglethorpe,0,0,0,2,14,30,1
January 2011,Paulding,0,0,5,9,59,163,22
January 2011,Peach,0,0,2,19,34,101,4
January 2011,Pickens,0,0,3,0,3,45,1
January 2011,Pierce,0,0,0,0,7,21,3
January 2011,Pike,0,0,0,0,1,2,1
January 2011,Polk,1,0,3,12,48,76,5
January 2011,Pulaski,0,0,0,2,18,17,1
January 2011,Putnam,0,0,1,8,17,25,1
January 2011,Quitman,0,0,0,1,1,0,0
January 2011,Rabun,0,0,0,1,3,15,0
January 2011,Randolph,0,0,1,0,3,0,0
January 2011,Richmond,3,14,67,51,397,676,125
January 2011,Rockdale,0,4,4,32,69,167,18
January 2011,Schley,0,0,0,0,1,4,0
January 2011,Screven,0,0,0,2,7,7,5
January 2011,Seminole,0,0,0,0,3,6,0
January 2011,Spalding,0,1,4,16,60,155,13
January 2011,Stephens,0,3,1,1,12,54,1
January 2011,Stewart,0,0,0,0,2,0,0
January 2011,Sumter,0,0,4,12,53,83,2
January 2011,Talbot,0,0,1,0,0,0,1
January 2011,Taliaferro,0,0,0,1,1,1,0
January 2011,Tattnall,0,0,0,0,6,25,3
January 2011,Taylor,0,0,0,0,3,2,2
January 2011,Telfair,0,0,0,3,5,10,0
January 2011,Terrell,0,0,0,4,14,11,1
January 2011,Thomas,0,0,5,14,28,68,3
January 2011,Tift,0,0,5,8,38,137,7
January 2011,Toombs,1,0,2,2,22,61,2
January 2011,Towns,0,0,0,0,6,5,0
January 2011,Treutlen,0,0,0,0,9,4,0
January 2011,Troup,1,0,12,12,43,155,11
January 2011,Turner,0,0,2,2,10,7,5
January 2011,Twiggs,0,0,0,0,5,1,1
January 2011,Union,0,0,0,0,2,1,0
January 2011,Upson,0,0,0,1,23,34,3
