Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2000,Appling,0,0,0,0,3,10,0
January 2000,Atkinson,0,0,0,1,5,1,2
January 2000,Bacon,0,0,0,0,0,0,0
January 2000,Baker,0,0,0,0,0,0,0
January 2000,Baldwin,0,0,2,9,19,79,3
January 2000,Banks,0,0,0,2,3,17,3
January 2000,Barrow,0,0,1,4,31,92,10
January 2000,Bartow,0,0,0,5,47,59,16
January 2000,Ben Hill,0,0,2,10,48,56,2
January 2000,Berrien,0,0,0,3,1,15,4
January 2000,Bibb,2,3,31,44,210,659,204
January 2000,Bleckley,0,0,1,0,2,2,1
January 2000,Brantley,0,0,0,1,2,12,1
January 2000,Brooks,0,0,4,8,14,34,2
January 2000,Bryan,0,0,0,0,2,14,0
January 2000,Bulloch,0,0,0,2,22,119,3
January 2000,Burke,0,0,6,28,36,52,2
January 2000,Butts,0,0,0,3,9,52,7
January 2000,Calhoun,0,0,0,1,6,10,0
January 2000,Camden,0,0,3,12,19,74,5
January 2000,Candler,1,0,1,1,2,21,1
January 2000,Carroll,1,7,5,17,42,192,21
January 2000,Catoosa,0,1,2,6,15,86,6
January 2000,Charlton,0,0,0,4,6,6,0
January 2000,Chatham,2,7,88,80,243,680,143
January 2000,Chattahoochee,0,0,0,0,7,3,0
January 2000,Chattooga,0,0,0,1,0,0,0
January 2000,Cherokee,0,2,1,19,32,123,12
January 2000,Clarke,2,4,11,18,64,376,25
January 2000,Clay,0,0,0,1,1,0,0
January 2000,Clayton,5,1,33,51,210,901,158
January 2000,Clinch,0,0,1,5,2,9,3
January 2000,Cobb,0,8,62,48,255,983,175
January 2000,Coffee,1,3,0,22,51,124,17
January 2000,Colquitt,0,0,10,31,27,97,6
January 2000,Columbia,0,2,1,10,26,123,3
January 2000,Cook,0,0,0,0,10,23,1
January 2000,Coweta,0,0,2,10,45,156,17
January 2000,Crawford,0,0,0,3,5,7,4
January 2000,Crisp,1,1,4,10,16,90,8
January 2000,Dade,0,0,1,1,5,14,2
January 2000,Dawson,0,0,0,2,6,21,3
January 2000,Decatur,0,0,2,9,20,63,1
January 2000,Dekalb,9,9,125,63,438,1540,521
January 2000,Dodge,0,0,0,4,8,38,2
January 2000,Dooly,0,0,0,2,4,17,2
January 2000,Dougherty,1,1,14,28,125,336,25
January 2000,Douglas,0,0,4,21,56,214,35
January 2000,Early,0,0,2,2,2,9,1
January 2000,Echols,0,0,0,0,0,0,0
January 2000,Effingham,0,0,5,9,36,94,34
January 2000,Elbert,0,0,1,2,16,28,2
January 2000,Emanuel,0,3,1,14,14,41,7
January 2000,Evans,0,0,0,0,0,0,0
January 2000,Fannin,0,0,0,2,6,11,1
January 2000,Fayette,0,0,1,3,18,96,9
January 2000,Floyd,0,2,0,4,31,78,4
January 2000,Forsyth,0,2,2,21,33,164,28
January 2000,Franklin,0,0,5,15,19,38,11
January 2000,Fulton,16,30,405,602,983,3457,793
January 2000,Gilmer,0,0,0,0,4,10,2
January 2000,Glascock,0,0,0,0,0,0,0
January 2000,Glynn,0,1,11,42,58,306,25
January 2000,Gordon,0,1,3,4,20,67,6
January 2000,Grady,0,0,0,0,14,32,1
January 2000,Greene,0,0,0,3,14,26,2
January 2000,Gwinnett,2,2,9,12,67,212,31
January 2000,Habersham,0,2,0,3,5,23,2
January 2000,Hall,0,0,2,0,2,13,0
January 2000,Hancock,0,0,0,2,2,5,0
January 2000,Haralson,0,0,0,6,19,43,14
January 2000,Harris,0,0,0,0,4,0,2
January 2000,Hart,1,0,0,3,7,10,2
January 2000,Heard,0,0,0,0,2,4,0
January 2000,Henry,0,1,3,12,45,171,24
January 2000,Houston,1,1,5,25,66,234,17
January 2000,Irwin,0,0,0,3,10,29,0
January 2000,Jackson,0,1,0,6,25,62,4
January 2000,Jasper,0,1,1,1,9,8,0
January 2000,Jeff Davis,0,0,0,0,3,11,0
January 2000,Jefferson,0,0,1,0,3,34,0
January 2000,Jenkins,0,0,0,11,3,22,2
January 2000,Johnson,0,0,0,0,1,2,0
January 2000,Jones,0,1,1,21,10,26,2
January 2000,Lamar,0,0,0,7,7,13,1
January 2000,Lanier,0,0,0,1,0,4,0
January 2000,Laurens,0,2,5,15,23,136,6
January 2000,Lee,0,0,0,0,6,20,1
January 2000,Liberty,0,2,5,9,35,134,19
January 2000,Lincoln,0,0,0,0,4,7,0
January 2000,Long,0,0,0,0,7,7,1
