Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2009,Appling,0,0,1,4,7,18,1
January 2009,Atkinson,0,0,1,0,2,9,2
January 2009,Bacon,0,1,1,2,9,6,0
January 2009,Baker,0,0,0,0,0,0,0
January 2009,Baldwin,1,2,4,27,62,86,4
January 2009,Banks,0,0,0,15,3,40,3
January 2009,Barrow,0,3,5,12,30,140,11
January 2009,Bartow,0,6,4,9,71,218,13
January 2009,Ben Hill,0,0,0,0,10,8,0
January 2009,Berrien,0,0,0,4,14,21,4
January 2009,Bibb,1,5,51,25,195,451,98
January 2009,Bleckley,0,0,0,2,5,29,0
January 2009,Brantley,0,0,0,3,13,6,1
January 2009,Brooks,0,0,2,15,20,35,2
January 2009,Bryan,0,0,1,3,35,48,5
January 2009,Bulloch,0,2,5,29,50,125,12
January 2009,Burke,0,0,1,16,31,41,9
January 2009,Butts,0,1,1,0,10,34,4
January 2009,Calhoun,0,0,0,0,1,0,0
January 2009,Camden,1,2,1,14,16,97,8
January 2009,Candler,0,0,0,0,3,3,0
January 2009,Carroll,1,4,1,74,65,230,19
January 2009,Catoosa,0,0,2,9,18,120,10
January 2009,Charlton,0,0,2,1,3,18,0
January 2009,Chatham,4,4,73,52,305,657,124
January 2009,Chattooga,0,0,0,3,6,10,1
January 2009,Cherokee,2,1,5,5,42,155,5
January 2009,Clarke,3,6,10,24,199,301,32
January 2009,Clay,0,0,0,0,0,0,0
January 2009,Clayton,3,7,53,63,384,548,119
January 2009,Clinch,0,0,0,0,2,3,0
January 2009,Cobb,3,11,74,80,505,860,133
January 2009,Coffee,0,0,5,11,39,105,6
January 2009,Colquitt,0,0,7,2,16,59,6
January 2009,Columbia,0,1,7,5,28,133,9
January 2009,Cook,0,0,1,8,9,15,3
January 2009,Crawford,0,0,0,3,8,15,1
January 2009,Crisp,0,0,2,9,31,60,4
January 2009,Dade,0,0,1,4,4,16,2
January 2009,Dawson,0,0,0,7,23,29,1
January 2009,Decatur,0,0,0,6,13,42,0
January 2009,Dekalb,7,15,228,135,942,1620,406
January 2009,Dodge,0,1,0,0,4,9,2
January 2009,Dooly,0,0,0,5,4,10,2
January 2009,Dougherty,0,1,20,30,125,223,28
January 2009,Douglas,0,0,6,13,78,239,16
January 2009,Early,0,1,0,4,4,12,0
January 2009,Echols,0,0,0,1,1,4,0
January 2009,Effingham,0,0,0,4,30,32,8
January 2009,Elbert,0,0,1,6,29,48,2
January 2009,Emanuel,0,0,0,4,11,6,1
January 2009,Evans,0,0,0,4,1,17,3
January 2009,Fannin,0,0,0,6,14,18,5
January 2009,Fayette,0,0,3,3,25,85,7
January 2009,Floyd,1,2,3,16,66,144,20
January 2009,Forsyth,0,0,2,5,52,121,11
January 2009,Franklin,0,0,0,0,10,31,3
January 2009,Fulton,9,27,371,332,1445,2804,759
January 2009,Gilmer,0,1,0,6,20,23,2
January 2009,Glascock,0,0,0,0,0,1,0
January 2009,Glynn,1,1,10,37,74,225,14
January 2009,Gordon,0,0,2,1,28,94,10
January 2009,Greene,0,0,2,3,12,18,5
January 2009,Gwinnett,3,16,105,72,526,1162,201
January 2009,Habersham,0,0,0,7,18,55,4
January 2009,Hall,0,8,11,14,95,305,32
January 2009,Hancock,0,0,0,0,1,3,2
January 2009,Haralson,0,0,0,10,13,69,5
January 2009,Harris,0,0,0,0,2,4,0
January 2009,Hart,0,0,1,5,21,35,1
January 2009,Heard,0,0,0,4,6,7,0
January 2009,Henry,1,3,9,17,125,256,34
January 2009,Houston,0,1,10,28,95,264,10
January 2009,Irwin,0,0,0,0,8,9,0
January 2009,Jackson,0,0,2,5,19,67,8
January 2009,Jasper,0,0,1,1,5,14,1
January 2009,Jeff Davis,0,1,0,3,6,46,1
January 2009,Jefferson,0,1,0,4,22,15,2
January 2009,Jenkins,0,0,2,1,3,1,0
January 2009,Johnson,0,0,0,0,3,2,1
January 2009,Jones,0,0,0,2,10,23,1
January 2009,Lamar,1,0,1,9,5,20,4
January 2009,Lanier,0,0,1,0,1,4,2
January 2009,Laurens,0,1,2,11,32,126,16
January 2009,Lee,0,0,1,2,18,27,4
January 2009,Liberty,0,1,12,15,66,100,6
January 2009,Lincoln,0,0,0,0,5,10,0
January 2009,Long,0,1,1,3,11,12,1
January 2009,Lowndes,0,3,7,17,79,224,14
January 2009,Lumpkin,0,1,0,1,14,29,0
January 2009,Macon,0,0,0,2,8,8,1
January 2009,Madison,0,0,0,11,2,38,5
January 2009,Marion,0,0,0,0,4,4,0
January 2009,McDuffie,0,0,3,2,26,43,3
January 2009,McIntosh,0,0,0,7,10,24,1
January 2009,Meriwether,0,1,0,9,21,37,3
January 2009,Miller,0,0,0,0,1,4,0
January 2009,Mitchell,0,0,1,11,6,40,1
January 2009,Monroe,0,0,2,3,13,30,0
January 2009,Morgan,0,0,2,2,11,19,1
January 2009,Murray,0,0,0,1,7,28,3
January 2009,Muscogee,1,5,34,27,285,736,142
January 2009,Newton,0,2,1,33,122,148,23
January 2009,Oconee,0,0,0,4,11,11,0
January 2009,Oglethorpe,1,0,0,6,8,14,4
January 2009,Paulding,0,2,1,19,64,229,26
January 2009,Peach,0,0,4,10,24,67,6
January 2009,Pickens,0,0,0,2,10,17,3
January 2009,Pierce,0,0,2,0,7,16,5
January 2009,Pike,0,0,0,0,3,13,2
January 2009,Polk,0,1,0,7,27,65,8
January 2009,Pulaski,0,0,0,0,4,6,0
January 2009,Putnam,0,0,0,8,13,24,1
January 2009,Quitman,0,0,0,0,3,12,0
January 2009,Rabun,0,0,0,1,9,9,0
January 2009,Randolph,0,0,0,0,6,6,0
January 2009,Richmond,2,10,62,14,299,676,165
January 2009,Rockdale,0,1,8,21,63,210,21
January 2009,Schley,0,0,0,2,2,2,1
January 2009,Screven,0,0,0,1,7,15,2
January 2009,Seminole,0,0,2,1,2,11,0
January 2009,Spalding,0,3,9,19,58,157,10
January 2009,Stephens,0,0,0,4,31,63,2
January 2009,Stewart,0,0,0,2,0,0,0
January 2009,Sumter,0,0,2,2,47,69,1
January 2009,Talbot,0,0,0,1,1,2,0
January 2009,Taliaferro,0,0,0,1,3,1,0
January 2009,Tattnall,0,0,0,1,10,34,2
January 2009,Taylor,0,0,0,1,2,18,2
January 2009,Telfair,1,0,1,1,8,9,3
January 2009,Terrell,0,0,1,2,14,2,1
January 2009,Thomas,0,0,10,2,50,80,9
January 2009,Tift,0,0,8,14,39,107,2
January 2009,Toombs,0,0,3,7,13,50,4
January 2009,Towns,0,1,0,1,5,5,0
January 2009,Treutlen,0,0,0,0,2,3,0
January 2009,Troup,1,3,3,11,29,163,9
January 2009,Turner,0,0,0,0,1,4,1
January 2009,Twiggs,0,0,0,1,2,9,1
January 2009,Union,0,0,0,0,0,0,0
January 2009,Upson,0,1,0,8,17,34,3
January 2009,Walker,0,1,0,23,43,76,9
January 2009,Walton,1,2,3,16,39,97,13
January 2009,Ware,0,1,4,12,19,102,9
January 2009,Warren,0,0,0,0,8,7,0
January 2009,Washington,0,0,4,2,9,28,1
January 2009,Wayne,0,0,1,4,14,26,6
January 2009,Webster,0,0,0,0,0,0,0
January 2009,Wheeler,0,0,1,0,4,3,0
January 2009,White,0,0,0,1,19,29,1
January 2009,Whitfield,1,3,0,21,47,184,13
January 2009,Wilcox,0,0,0,0,0,1,0
January 2009,Wilkes,0,1,0,4,3,10,0
January 2009,Wilkinson,0,0,1,0,2,4,1
January 2009,Worth,0,0,0,2,15,16,4
February 2009,Appling,0,0,0,1,9,19,0
February 2009,Atkinson,0,0,0,2,1,9,0
February 2009,Bacon,0,0,1,1,6,10,0
February 2009,Baker,0,0,0,2,1,0,0
February 2009,Baldwin,0,0,1,19,23,71,5
February 2009,Banks,0,0,0,22,11,31,9
February 2009,Barrow,0,5,1,13,31,90,15
February 2009,Bartow,1,2,5,23,61,159,29
February 2009,Ben Hill,0,3,0,1,1,2,0
February 2009,Berrien,0,0,1,1,7,18,2
February 2009,Bibb,2,1,36,20,133,407,58
February 2009,Bleckley,0,1,0,3,9,14,0
February 2009,Brantley,0,0,0,1,10,7,0
February 2009,Brooks,0,1,1,12,23,16,1
February 2009,Bryan,0,2,0,3,11,28,2
February 2009,Bulloch,0,0,2,22,38,136,7
February 2009,Burke,0,0,2,6,26,44,3
February 2009,Butts,1,0,1,2,13,17,6
February 2009,Calhoun,0,0,0,0,1,3,0
February 2009,Camden,0,0,0,12,11,61,2
February 2009,Candler,0,0,0,0,2,6,0
February 2009,Carroll,0,2,6,50,58,176,15
February 2009,Catoosa,0,2,3,2,21,93,9
February 2009,Charlton,0,1,0,0,3,15,4
February 2009,Chatham,0,5,51,40,197,513,116
February 2009,Chattooga,0,0,0,1,8,11,0
February 2009,Cherokee,0,0,3,7,37,133,4
February 2009,Clarke,0,5,9,15,120,290,17
February 2009,Clay,0,0,0,0,0,0,0
February 2009,Clayton,0,6,43,39,280,467,133
February 2009,Clinch,0,0,0,0,4,2,0
February 2009,Cobb,1,14,38,72,380,801,103
February 2009,Coffee,0,3,4,8,32,89,6
February 2009,Colquitt,0,1,4,2,19,61,2
February 2009,Columbia,0,3,3,2,26,106,6
February 2009,Cook,0,0,1,2,15,19,0
February 2009,Coweta,1,1,2,21,37,99,11
February 2009,Crawford,0,0,0,3,8,18,3
February 2009,Crisp,1,0,1,6,10,62,6
February 2009,Dade,0,0,0,3,1,13,1
February 2009,Dawson,0,0,0,0,7,14,1
February 2009,Decatur,0,1,2,10,14,42,1
February 2009,Dekalb,3,9,160,122,727,1375,371
February 2009,Dodge,1,0,0,8,10,37,3
February 2009,Dooly,0,0,0,5,4,3,2
February 2009,Dougherty,0,2,20,31,83,206,15
February 2009,Douglas,0,1,7,18,56,178,21
February 2009,Early,0,1,0,2,15,6,0
February 2009,Echols,0,0,0,0,1,0,0
February 2009,Effingham,0,0,0,1,14,19,1
