Date,County,Murder,Rape,Robbery,Assault,Burglary,Larceny,Vehicle Theft
January 2014,Appling,0,0,0,0,2,11,0
January 2014,Atkinson,0,0,0,0,1,2,0
January 2014,Bacon,0,0,1,4,8,15,1
January 2014,Baker,0,0,0,1,2,1,0
January 2014,Baldwin,0,1,3,18,27,69,3
January 2014,Banks,0,0,0,0,2,23,2
January 2014,Barrow,0,2,1,23,35,96,10
January 2014,Bartow,1,0,4,17,57,199,21
January 2014,Ben Hill,0,2,0,2,15,37,2
January 2014,Berrien,0,0,0,1,7,28,1
January 2014,Bibb,0,7,27,43,226,384,71
January 2014,Bleckley,0,0,0,5,9,29,0
January 2014,Brantley,0,0,1,4,10,34,4
January 2014,Brooks,1,0,3,6,6,22,3
January 2014,Bryan,0,0,1,1,10,37,2
January 2014,Bulloch,1,0,2,1,26,117,5
January 2014,Burke,0,0,3,6,26,52,4
January 2014,Butts,0,0,0,0,8,19,1
January 2014,Calhoun,0,0,0,1,0,3,0
January 2014,Camden,0,0,0,9,16,61,0
January 2014,Carroll,1,2,2,22,52,258,15
January 2014,Catoosa,0,0,1,6,22,112,15
January 2014,Charlton,0,0,0,3,3,4,2
January 2014,Chatham,4,8,45,31,249,573,68
January 2014,Chattahoochee,0,0,0,0,2,0,0
January 2014,Chattooga,0,0,0,5,9,28,1
January 2014,Cherokee,0,2,2,8,41,223,23
January 2014,Clarke,0,5,6,20,85,254,16
January 2014,Clayton,2,4,62,45,345,567,133
January 2014,Clinch,0,0,0,1,3,14,0
January 2014,Cobb,1,9,61,77,254,904,120
January 2014,Coffee,0,2,8,24,36,131,2
January 2014,Colquitt,0,1,3,8,12,70,0
January 2014,Columbia,0,2,1,6,26,157,9
January 2014,Cook,0,1,0,0,5,19,1
January 2014,Coweta,0,0,0,13,47,131,14
January 2014,Crawford,0,0,1,0,4,12,0
January 2014,Crisp,0,0,4,1,21,57,4
January 2014,Dade,0,0,0,4,4,16,0
January 2014,Dawson,0,0,0,3,6,28,1
January 2014,Decatur,0,1,2,16,25,62,1
January 2014,Dekalb,6,11,165,135,1008,1789,401
January 2014,Dodge,0,0,0,10,14,41,4
January 2014,Dooly,0,0,0,0,1,13,2
January 2014,Dougherty,1,1,15,53,119,265,24
January 2014,Douglas,1,0,6,15,46,205,26
January 2014,Early,0,1,0,5,8,13,1
January 2014,Echols,0,0,0,0,0,1,0
January 2014,Effingham,0,0,0,5,16,4,0
January 2014,Elbert,0,0,1,6,18,36,3
January 2014,Emanuel,0,0,0,2,24,18,1
January 2014,Evans,0,0,0,0,5,8,1
January 2014,Fannin,0,1,0,5,3,7,2
January 2014,Fayette,0,0,2,2,27,91,6
January 2014,Floyd,0,2,6,14,117,265,35
January 2014,Forsyth,0,4,1,7,33,116,7
January 2014,Franklin,0,0,1,0,5,9,1
January 2014,Fulton,7,25,278,266,929,2381,586
January 2014,Gilmer,0,0,1,6,17,37,0
January 2014,Glascock,0,0,0,0,0,0,0
January 2014,Glynn,0,2,20,29,77,201,9
January 2014,Gordon,0,1,2,10,23,91,4
January 2014,Grady,0,0,2,5,21,32,1
January 2014,Greene,0,0,1,3,4,14,0
January 2014,Gwinnett,5,20,54,78,338,1076,115
January 2014,Habersham,0,0,0,8,33,77,1
January 2014,Hall,0,3,10,16,59,209,30
January 2014,Hancock,0,0,0,1,0,1,0
January 2014,Haralson,0,0,0,6,16,33,4
January 2014,Harris,0,0,0,0,5,16,3
January 2014,Hart,0,0,0,4,11,55,4
January 2014,Heard,0,1,0,1,4,2,0
January 2014,Henry,0,4,15,10,89,326,18
January 2014,Houston,1,0,14,20,127,386,21
January 2014,Irwin,0,0,0,2,4,15,2
January 2014,Jackson,0,0,0,4,13,71,5
January 2014,Jasper,0,0,0,0,9,10,1
January 2014,Jeff Davis,0,0,0,1,6,19,0
January 2014,Jefferson,0,1,0,2,10,13,0
January 2014,Jenkins,0,0,0,0,0,0,0
January 2014,Johnson,0,0,0,0,2,1,0
January 2014,Jones,0,0,0,4,11,34,2
January 2014,Lamar,0,1,0,3,8,37,3
January 2014,Lanier,0,0,0,0,10,15,1
January 2014,Laurens,0,0,10,7,34,122,8
January 2014,Lee,0,0,0,3,11,49,2
January 2014,Liberty,0,0,2,12,33,89,10
January 2014,Lincoln,0,0,0,1,6,8,0
January 2014,Long,0,0,0,0,3,10,1
January 2014,Lowndes,0,1,7,20,101,288,16
January 2014,Lumpkin,0,0,0,1,7,17,2
January 2014,Macon,0,0,0,6,19,24,2
January 2014,Madison,0,0,0,0,14,23,3
January 2014,Marion,0,0,0,0,0,2,1
January 2014,McDuffie,1,0,1,1,10,6,1
January 2014,McIntosh,0,0,0,0,8,19,0
January 2014,Meriwether,0,0,0,3,15,22,2
January 2014,Miller,0,0,0,1,1,5,0
January 2014,Mitchell,0,0,1,9,20,31,2
January 2014,Monroe,0,1,0,4,5,20,6
January 2014,Montgomery,0,0,0,0,0,0,0
January 2014,Morgan,0,0,0,4,11,27,1
January 2014,Murray,0,0,0,2,7,55,2
January 2014,Muscogee,2,7,33,41,234,589,129
January 2014,Newton,0,1,5,22,67,158,19
January 2014,Oconee,0,1,0,4,8,47,1
January 2014,Oglethorpe,0,0,0,5,5,14,2
January 2014,Paulding,0,0,2,10,45,188,16
January 2014,Peach,0,0,1,8,30,38,5
January 2014,Pickens,0,0,0,6,8,21,0
January 2014,Pierce,0,0,4,0,8,6,0
January 2014,Pike,0,0,0,1,4,18,1
January 2014,Polk,0,1,4,6,69,104,12
January 2014,Pulaski,0,0,0,1,9,14,0
January 2014,Putnam,0,0,1,2,18,41,0
January 2014,Quitman,0,0,0,0,0,0,1
January 2014,Rabun,0,2,0,2,35,25,1
January 2014,Randolph,0,0,0,2,6,3,0
January 2014,Richmond,2,6,45,27,242,525,57
January 2014,Rockdale,0,2,12,15,37,170,16
